"","espn_id","search_rank","sportradar_id","injury_status","birth_city","swish_id","birth_date","practice_description","pandascore_id","active","birth_state","stats_id","injury_start_date","injury_notes","birth_country","hashtag","status","news_updated","years_exp","search_full_name","rotowire_id","team","full_name","practice_participation","sport","last_name","search_last_name","fantasy_positions","weight","fantasy_data_id","age","metadata","search_first_name","opta_id","first_name","gsis_id","team_abbr","college","yahoo_id","position","oddsjam_id","rotoworld_id","depth_chart_position","number","injury_body_part","high_school","depth_chart_order","height","player_id"
"1853",3045249,9999999,"3422e0da-2496-4e8c-b716-599b5782a567",NA,NA,NA,"1994-12-18",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#kylequeiro-NFL-FA-0","Active",NA,4,"kylequeiro",13254,NA,"Kyle Queiro",NA,"nfl","Queiro","queiro","DB","230",20205,27,"1116853142437232640","kyle",NA,"Kyle","00-0034566",NA,"Northwestern",31292,"ILB",NA,NA,NA,0,NA,"Bergen Catholic",NA,"74","5676"
"1854",NA,104,"0c1253f2-1822-445d-8590-fea6fd32703f",NA,NA,1248031,"2002-07-23",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#treybenson-NFL-ARI-33","Active",1723348234731,0,"treybenson",17767,"ARI","Trey Benson",NA,"nfl","Benson","benson","RB","223",NA,22,"1113708844208386048","trey",NA,"Trey",NA,NA,"Florida State",NA,"RB","CE0DD0AD4D9A",NA,"RB",33,NA,"St. Joseph Catholic (MS)",2,"73","11589"
"1855",3053997,9999999,"c1e6281e-8f7c-4fe1-a1a5-b281a4fefaf9",NA,NA,NA,NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,"#rodneybutler-NFL-FA-46","Active",NA,5,"rodneybutler",12377,NA,"Rodney Butler",NA,"nfl","Butler","butler","LB","240",19737,NA,"1116853029388156928","rodney",NA,"Rodney",NA,NA,"New Mexico State",30944,"LB",NA,NA,NA,46,NA,"Palm Springs",NA,"73","4834"
"1856",4468,9999999,"acc3b2c7-d229-41c6-bee6-0cc0c5c0cf29",NA,NA,NA,"1982-10-11",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#terrellsuggs-NFL-FA-94","Active",1582317335434,19,"terrellsuggs",3001,NA,"Terrell Suggs",NA,"nfl","Suggs","suggs","DL","265",7383,39,"1116852826425786368","terrell",NA,"Terrell","00-0022161",NA,"Arizona State",6346,"LB",NA,2237,NA,94,NA,"Hamilton (AZ)",NA,"75","296"
"1857",4047839,665,"3e6e15ce-1c81-408e-9a94-b0a2924d0b8c",NA,NA,910431,"1997-12-17",NA,NA,"TRUE",NA,910431,NA,NA,NA,"#nkealharry-NFL-MIN-13","Active",1717686649794,5,"nkealharry",13425,"MIN","N'Keal Harry",NA,"nfl","Harry","harry","TE","225",20792,26,"1113708707998363648","nkeal",NA,"N'Keal"," 00-0035624",NA,"Arizona State",31864,"TE","22416DD64B73",14055,"LWR",13,NA,"Chandler (AZ)",7,"76","5878"
"1858",NA,NA,NA,NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,"#playerinvalid-NFL-FA","Inactive",NA,0,"playerinvalid",NA,NA,"Player Invalid",NA,"nfl","Invalid","invalid","QB","",NA,NA,NA,"player",NA,"Player",NA,NA,"",NA,"QB",NA,NA,NA,NA,NA,NA,NA,"","8257"
"1859",4012719,9999999,"5a1b445b-2a7b-483e-8a3e-b42c4d76e383",NA,NA,NA,"1992-04-29",NA,NA,"TRUE",NA,915350,NA,NA,NA,"#brandonbrowndukes-NFL-FA-38","Active",NA,6,"brandonbrowndukes",11542,NA,"Brandon Brown-Dukes",NA,"nfl","Brown-Dukes","browndukes","RB","200",18632,29,"1116852908848054272","brandon",NA,"Brandon",NA,NA,"Mercyhurst",29903,"RB",NA,NA,NA,38,NA,NA,NA,"68","3816"
"1860",3915487,9999999,"9e9d2934-a273-4e39-a413-d991d083297b",NA,NA,865782,"1997-12-01",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#mikedanna-NFL-KC-51","Active",1712357743917,4,"mikedanna",14823,"KC","Mike Danna",NA,"nfl","Danna","danna","DL","257",22095,26,"1113708750683795456","mike",NA,"Mike",NA,NA,"Michigan",32847,"DE","6BE925261591",NA,"RDE",51,NA,"Warren De La Salle (MI)",1,"74","6958"
"1861",2977670,9999999,"42bb4895-bdfb-40e2-8119-f5b06611bf1b","PUP",NA,653110,"1994-07-01",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#djreader-NFL-DET-98","Active",1722381033534,8,"djreader",11114,"DET","DJ Reader",NA,"nfl","Reader","reader","DL","335",18083,30,"1113708811476037633","dj",NA,"DJ","00-0032424",NA,"Clemson",29400,"DT","73AD6B74C96B",11459,"DL",98,"Quadriceps","Grimsley (NC)",NA,"75","3322"
"1862",NA,9999999,"b8192dc2-d5a9-4ff6-a0f3-eeb9fc6d9aa6","Questionable",NA,1161814,"2000-10-10",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#wanyamorris-NFL-KC-64","Active",1722636936975,1,"wanyamorris",16969,"KC","Wanya Morris",NA,"nfl","Morris","morris","OL","307",NA,23,"1113708751673651200","wanya",NA,"Wanya",NA,NA,"Oklahoma",NA,"OL","1966684316B8",NA,"OL",64,"Shoulder","Grayson (GA)",NA,"78","10922"
"1863",3895785,662,"c744ade6-bce2-4c71-8f1b-742cb183c8eb",NA,NA,879277,"1996-11-24",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#bendinucci-NFL-FA-11","Active",1721756757755,4,"bendinucci",14832,NA,"Ben DiNucci",NA,"nfl","DiNucci","dinucci","QB","215",22146,27,"1116853337195544576","ben",NA,"Ben",NA,NA,"James Madison",32901,"QB","9E0E5B71D3D4",NA,NA,11,NA,"Pine-Richland (PA)",NA,"74","7143"
"1864",3052687,9999999,"69296b92-561f-4b57-b1db-c97f1431b0e8",NA,NA,NA,"1994-12-10",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#alrasheedbenton-NFL-FA-0","Active",NA,4,"alrasheedbenton",13192,NA,"Al-Rasheed Benton",NA,"nfl","Benton","benton","LB","238",20280,27,"1116853145574572032","alrasheed",NA,"Al-Rasheed",NA,NA,"West Virginia",31629,"ILB",NA,NA,NA,0,NA,"Shabazz",NA,"73","5690"
"1865",NA,313,"2e49dfd3-44e3-4554-a81c-de2f53460cc7",NA,NA,1122561,"2000-11-14",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#kerbyjoseph-NFL-DET-31","Active",1721943938762,2,"kerbyjoseph",16071,"DET","Kerby Joseph",NA,"nfl","Joseph","joseph","DB","203",NA,23,"1113708810746228736","kerby",NA,"Kerby",NA,NA,"Illinois",NA,"DB","AE580C62FEE9",NA,"FS",31,NA,"Jones (FL)",1,"73","8348"
"1866",16796,9999999,"4c12aa37-07aa-46c9-9890-a5ba23f693fa",NA,NA,NA,"1993-07-21",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#cyruskouandjio-NFL-FA-79","Inactive",1543953654729,8,"cyruskouandjio",9287,NA,"Cyrus Kouandjio",NA,"nfl","Kouandjio","kouandjio","OL","322",15999,28,NA,"cyrus",NA,"Cyrus","00-0031335",NA,"Alabama",27572,"T",NA,9395,NA,79,NA,"DeMatha Catholic (MD)",NA,"79","1814"
"1867",3061740,9999999,"d57ef862-8cb9-4f27-a294-f86eb26b6cce",NA,NA,751951,"1992-04-27",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#lachlanedwards-NFL-FA-10","Active",1636416932373,6,"lachlanedwards",11027,NA,"Lachlan Edwards",NA,"nfl","Edwards","edwards","P","210",18151,30,"1116852857463635968","lachlan",NA,"Lachlan","00-0032449",NA,"Sam Houston State",29469,"P",NA,NA,NA,10,NA,"Mornington (VIC)",NA,"76","3390"
"1868",NA,9999999,"f9e39770-0713-11ef-ab94-6d038587d458",NA,NA,NA,"1999-08-13",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#taylorupshaw-NFL-FA","Active",NA,0,"taylorupshaw",NA,NA,"Taylor Upshaw",NA,"nfl","Upshaw","upshaw","DL","270",NA,24,"1113708887665569792","taylor",NA,"Taylor",NA,NA,"Arizona",NA,"DE",NA,NA,NA,NA,NA,"Braden River (FL)",NA,"77","12022"
"1869",16010,9999999,"25a4ae85-e94b-4db1-b939-4c96f24ead11",NA,NA,509112,"1990-10-14",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#johnsimon-NFL-FA-96","Active",1637709643326,9,"johnsimon",8711,NA,"John Simon",NA,"nfl","Simon","simon","DL","260",14904,31,"1116852734562140160","john",NA,"John","00-0030442",NA,"Ohio State",26752,"LB",NA,8547,NA,96,NA,"Cardinal Mooney (OH)",NA,"74","1381"
"1870",NA,443,"7d80dd50-e9f5-11ed-9c34-3f26f2e7ed88",NA,NA,1121050,"1998-08-04",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jakebobo-NFL-SEA-19","Active",1722352255497,1,"jakebobo",17040,"SEA","Jake Bobo",NA,"nfl","Bobo","bobo","WR","207",NA,26,"1113708723286601728","jake",NA,"Jake",NA,NA,"Duke",NA,"WR","29722AF545D1",NA,"LWR",19,NA,"Belmont Hill School (MA)",4,"76","10867"
"1871",NA,170,"f9279edb-cfa7-4f7d-91df-b81cbf3e133e",NA,NA,1125111,"2000-04-18",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#isaiahlikely-NFL-BAL-80","Active",1719084608387,2,"isaiahlikely",16033,"BAL","Isaiah Likely",NA,"nfl","Likely","likely","TE","247",NA,24,"1113708873170055168","isaiah",NA,"Isaiah",NA,NA,"Coastal Carolina",NA,"TE","52ED3346AB9C",NA,"TE",80,NA,"Everett (MA)",2,"76","8131"
"1872",10127,9999999,"2d7263cd-2437-46a8-bca6-a224576e3063",NA,NA,NA,"1982-12-17",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#steveweatherford-NFL-FA-3","Inactive",NA,14,"steveweatherford",NA,NA,"Steve Weatherford",NA,"nfl","Weatherford","weatherford","P","210",9814,37,NA,"steve",NA,"Steve",NA,NA,"Illinois",8050,"P",NA,NA,NA,3,NA,"North Vigo (IN)",NA,"6'2""","484"
"1873",3144988,9999999,"e22127ac-1bc7-4f68-bc34-6e20f82a4c24",NA,NA,861676,"1995-09-18",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jakegervase-NFL-FA-54","Active",1678931732408,4,"jakegervase",14310,NA,"Jake Gervase",NA,"nfl","Gervase","gervase","LB","212",21588,27,"1116853293184712704","jake",NA,"Jake"," 00-0035609",NA,"Iowa",32603,"LB",NA,NA,NA,54,NA,"Assumption (IA)",NA,"73","6687"
"1874",NA,9999999,"",NA,NA,NA,"1989-01-30",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#jahvidbest-NFL-FA-44","Inactive",NA,3,"jahvidbest",NA,NA,"Jahvid Best",NA,"nfl","Best","best","RB","199",11373,29,NA,"jahvid",NA,"Jahvid",NA,NA,"California",NA,"RB",NA,5630,NA,44,NA,NA,NA,"5'10""","592"
"1875",3139477,3,"11cad59d-90dd-449c-a839-dddaba4fe16c",NA,NA,839031,"1995-09-17",NA,NA,"TRUE",NA,839031,NA,NA,NA,"#patrickmahomes-NFL-KC-15","Active",1723347632951,7,"patrickmahomes",11839,"KC","Patrick Mahomes",NA,"nfl","Mahomes","mahomes","QB","225",18890,28,"1113708747563233280","patrick",NA,"Patrick","00-0033873",NA,"Texas Tech",30123,"QB","B671C99CB711",12142,"QB",15,NA,"Whitehouse (TX)",1,"74","4046"
"1876",NA,324,"0c335820-9505-11ed-b971-3962699b1229",NA,NA,1049888,"1998-05-24",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#nathanrourke-NFL-ATL-16","Active",1723408540508,1,"nathanrourke",14646,"ATL","Nathan Rourke",NA,"nfl","Rourke","rourke","QB","210",NA,26,"1113708673546350592","nathan",NA,"Nathan",NA,NA,"Ohio",NA,"QB","7C77E9E6FA41",NA,"QB",16,NA,"Edgewood Academy (AL)",4,"73","8938"
"1877",2576428,9999999,"d4112c0c-0d35-4e66-953c-ced7d94ed56e",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,"#michaelcaputo-NFL-FA-27","Inactive",NA,0,"michaelcaputo",11664,NA,"Michael Caputo",NA,"nfl","Caputo","caputo","LB","205",18195,NA,NA,"michael",NA,"Michael",NA,NA,"Wisconsin",29839,"OLB",NA,NA,NA,27,NA,NA,NA,"6'1""","3431"
"1878",3043116,192,"46b16198-116f-4913-85db-2bc21462bd66",NA,NA,727279,"1994-09-21",NA,NA,"TRUE",NA,727279,NA,NA,NA,"#demarcusrobinson-NFL-LAR-15","Active",1723382736376,8,"demarcusrobinson",11163,"LAR","Demarcus Robinson",NA,"nfl","Robinson","robinson","WR","202",18047,29,"1113708702830981120","demarcus",NA,"Demarcus","00-0032775",NA,"Florida",29360,"WR","4EF590933FAA",11438,"LWR",15,NA,"Peach County (GA)",3,"73","3286"
"1879",2574339,9999999,"16cbc76a-3cdb-496e-95dd-6d0098808800",NA,NA,NA,"1993-04-30",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#fahncooper-NFL-FA-64","Active",NA,6,"fahncooper",10979,NA,"Fahn Cooper",NA,"nfl","Cooper","cooper","OL","306",18091,28,"1116852850937298944","fahn",NA,"Fahn",NA,NA,"Mississippi",29408,"OT",NA,NA,NA,64,NA,"Crystal Lake South (IL)",NA,"77","3330"
"1880",NA,9999999,"151a3910-c966-11ec-9af6-61153bad5574",NA,NA,1057771,"1999-05-03",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#tristinmccollum-NFL-PHI-36","Active",1659551728210,2,"tristinmccollum",16545,"PHI","Tristin McCollum",NA,"nfl","McCollum","mccollum","DB","195",NA,25,"1113708714067521536","tristin",NA,"Tristin",NA,NA,"Sam Houston",NA,"DB","1A21DEB3E8B9",NA,"SS",36,NA,"Ball (TX)",2,"75","8542"
"1881",NA,9999999,"2e967c70-ca63-11ec-bdda-4fe5bed84950",NA,NA,1057469,"1999-06-14",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jacubpanasiuk-NFL-FA-0","Active",NA,1,"jacubpanasiuk",16361,NA,"Jacub Panasiuk",NA,"nfl","Panasiuk","panasiuk","DL","255",NA,23,"1116853502501453824","jacub",NA,"Jacub",NA,NA,"Michigan State",NA,"DE",NA,NA,NA,0,NA,"Lake Park West (IL)",NA,"76","8590"
"1882",NA,521,"0752f1c9-fc3e-44bc-b6ad-03f8f7f4191c",NA,NA,914812,"1998-07-16",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#demetricfelton-NFL-CHI-38","Active",1722204059221,3,"demetricfelton",15266,"CHI","Demetric Felton",NA,"nfl","Felton","felton","RB","190",NA,26,"1116853409190772736","demetric",NA,"Demetric",NA,NA,"UCLA",NA,"RB","CB8627C732E8",NA,"RB",38,NA,"Great Oak (CA)",NA,"69","7609"
"1883",14725,9999999,"dbdd3f14-29a4-4060-a04e-2af906eaab8b",NA,NA,NA,"1987-02-20",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#taylorboggs-NFL-FA-57","Inactive",NA,9,"taylorboggs",9009,NA,"Taylor Boggs",NA,"nfl","Boggs","boggs","OL","302",15749,33,NA,"taylor",NA,"Taylor",NA,NA,"Humboldt State",25437,"G",NA,NA,NA,57,NA,"Upland (CA)",NA,"6'3""","1748"
"1884",NA,NA,"01e8d2da-0d00-4016-aa36-0a9f9415b224",NA,NA,NA,NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,"#augiecontressa-NFL-TB-37","Active",NA,1,"augiecontressa",15718,"TB","Augie Contressa",NA,"nfl","Contressa","contressa","DB","210",NA,NA,"1116853442225111040","augie",NA,"Augie",NA,NA,"Stony Brook",NA,"DB",NA,NA,NA,37,NA,"Commack (NY)",NA,"72","7959"
"1885",2971497,9999999,"2a578fcd-2caf-49ba-8306-88b3ec5a4c7c",NA,NA,NA,"1994-02-02",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#patrickgamble-NFL-FA-0","Active",NA,5,"patrickgamble",12236,NA,"Patrick Gamble",NA,"nfl","Gamble","gamble","DL","277",19297,27,"1116852966695895040","patrick",NA,"Patrick",NA,NA,"Georgia Tech",30572,"DE",NA,NA,NA,0,NA,"Central Carroll (GA)",NA,"77","4436"
"1886",NA,361,"2ddb2f40-07bc-11ef-82d9-5f86367458d3",NA,NA,1176432,"2001-01-29",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#isaiahwilliams-NFL-DET-83","Active",1723208142516,0,"isaiahwilliams",17977,"DET","Isaiah Williams",NA,"nfl","Williams","williams","WR","186",NA,23,"1113708810544902144","isaiah",NA,"Isaiah",NA,NA,"Illinois",NA,"WR","8AD751AD7370",NA,"SWR",83,NA,"Trinity (MO)",6,"70","11608"
"1887",NA,9999999,"bf1b2d30-a06c-4d29-8119-cce826360ed7",NA,NA,NA,"1997-02-11",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jacksondennis-NFL-FA-0","Active",NA,2,"jacksondennis",15099,NA,"Jackson Dennis",NA,"nfl","Dennis","dennis","OL","308",22165,24,"1116853341419208704","jackson",NA,"Jackson",NA,NA,"Holy Cross",33075,"OL",NA,NA,NA,0,NA,"Jesuit (FL)",NA,"79","7164"
"1888",NA,9999999,"2e8924c0-0be9-11ef-b7e4-7dcac9233ca4",NA,NA,1122100,NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,"#oliverjervis-NFL-DEN-64","Active",NA,0,"oliverjervis",NA,"DEN","Oliver Jervis",NA,"nfl","Jervis","jervis","OL","305",NA,NA,"1116852719349399552","oliver",NA,"Oliver",NA,NA,"Colorado State",NA,"OL","2A30A6033D7E",NA,"OL",64,NA,"Pennridge (PA)",NA,"77","12279"
"1889",2977644,27,"14263792-d1d3-4b0c-85f7-2a85b4aed6f1",NA,NA,NA,"1994-08-03",NA,NA,"TRUE",NA,694641,NA,NA,NA,"#toddgurley-NFL-FA-21","Active",1630347335122,7,"toddgurley",10147,NA,"Todd Gurley",NA,"nfl","Gurley","gurley","RB","224",16771,27,"1116852792389009408","todd",NA,"Todd","00-0032241",NA,"Georgia",28398,"RB",NA,10288,NA,21,NA,"Tarboro (NC)",NA,"73","2315"
"1890",3043841,9999999,"47520723-6d02-4c3b-b786-a7dfcea15efc",NA,NA,728964,"1994-12-18",NA,NA,"TRUE",NA,728964,NA,NA,NA,"#tannergentry-NFL-FA-87","Active",1673987122360,6,"tannergentry",12353,NA,"Tanner Gentry",NA,"nfl","Gentry","gentry","WR","209",19431,28,"1116852985717063680","tanner",NA,"Tanner","00-0033633",NA,"Wyoming",30720,"WR",NA,12470,NA,87,NA,"Grandview (CO)",NA,"74","4551"
"1891",NA,9999999,"",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,"#mattburke-NFL-FA-0","Inactive",NA,0,"mattburke",NA,NA,"Matt Burke",NA,"nfl","Burke","burke",NA,"",18833,NA,NA,"matt",NA,"Matt",NA,NA,NA,NA,NA,NA,12153,NA,0,NA,NA,NA,"","3996"
"1892",NA,9999999,"",NA,NA,NA,"1991-12-18",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#alexcooper-NFL-FA-64","Inactive",NA,0,"alexcooper",11351,NA,"Alex Cooper",NA,"nfl","Cooper","cooper","OL","300",18489,26,NA,"alex",NA,"Alex",NA,NA,"Houston",29701,"C",NA,NA,"C",64,NA,NA,3,"6'4""","3689"
"1893",11317,9999999,"fcaa51ea-0923-4afc-a7cf-22e47a14acf4",NA,NA,NA,"1986-06-01",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#jeremyzuttah-NFL-FA-64","Inactive",NA,12,"jeremyzuttah",5809,NA,"Jeremy Zuttah",NA,"nfl","Zuttah","zuttah","OL","300",127,34,NA,"jeremy",NA,"Jeremy",NA,NA,"Rutgers",8860,"C",NA,4836,NA,64,NA,"Stevens (NJ)",NA,"6'4""","2"
"1894",3126115,9999999,"16da963d-a300-4d72-8e4d-7771196c03e9",NA,NA,833514,"1996-01-11",NA,NA,"TRUE",NA,833514,NA,NA,NA,"#codythompson-NFL-TB-83","Active",1717691752717,5,"codythompson",13490,"TB","Cody Thompson",NA,"nfl","Thompson","thompson","WR","205",20963,28,"1113708727258607616","cody",NA,"Cody"," 00-0035164",NA,"Toledo",32367,"WR","895FFC335818",NA,"SWR",83,NA,"Huron (OH)",NA,"74","6171"
"1895",NA,9999999,"744d6431-9e95-4e39-b3e2-9df195dbbda9",NA,NA,NA,"1993-05-03",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#danieldillon-NFL-FA-48","Inactive",NA,0,"danieldillon",NA,NA,"Daniel Dillon",NA,"nfl","Dillon","dillon","LS","235",18387,25,NA,"daniel",NA,"Daniel",NA,NA,"Campbell",29573,"LS",NA,NA,NA,48,NA,NA,NA,"6'3""","3602"
"1896",3052120,9999999,"0ca95da1-4969-4a31-8bab-3a03f0fa0b7b",NA,NA,NA,"1995-09-19",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#kennetholugbode-NFL-FA-49","Active",NA,5,"kennetholugbode",NA,NA,"Kenneth Olugbode",NA,"nfl","Olugbode","olugbode","LB","220",19449,26,"1116852988330115072","kenneth",NA,"Kenneth",NA,NA,"Colorado",30544,"ILB",NA,NA,NA,49,NA,"Bellarmine Prep (WA)",NA,"73","4565"
"1897",NA,9999999,"875129e0-070c-11ef-89cc-0ffb1c694547",NA,NA,1319208,NA,NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jeremiahcrawford-NFL-CAR-69","Active",NA,0,"jeremiahcrawford",NA,"CAR","Jeremiah Crawford",NA,"nfl","Crawford","crawford","OL","315",NA,NA,"1113708884347875329","jeremiah",NA,"Jeremiah",NA,NA,"Tennessee",NA,"OL","2CCE9D8C323C",NA,"OL",69,NA,"Goddard (KS)",NA,"77","12016"
"1898",16573,9999999,"366703df-ee7c-4f00-b6a4-ae475956f039",NA,NA,NA,"1990-02-25",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#freddiebishop-NFL-FA-49","Inactive",1532460601748,9,"freddiebishop",10862,NA,"Freddie Bishop",NA,"nfl","Bishop","bishop","LB","255",17910,31,NA,"freddie",NA,"Freddie","00-0030396",NA,"Western Michigan",900007,"OLB",NA,NA,NA,49,NA,"Carleton Airport (MI)",NA,"75","3154"
"1899",NA,9999999,"53bcdfe0-ec71-11ed-8bf2-e7fff7735d4a",NA,NA,974075,"1998-10-23",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#keytaonthompson-NFL-FA-43","Active",1685058617468,1,"keytaonthompson",17041,NA,"Keytaon Thompson",NA,"nfl","Thompson","thompson","WR","218",NA,24,"1116852678660456448","keytaon",NA,"Keytaon",NA,NA,"Virginia",NA,"WR",NA,NA,NA,43,NA,"Landry-Walker (LA)",NA,"77","11344"
"1900",13981,231,"f336567d-44a9-4245-8452-1dd485fd70fb","Questionable",NA,456613,"1989-12-21",NA,NA,"TRUE",NA,456613,NA,"Sprain",NA,"#markingram-NFL-FA-22","Inactive",1688742925996,12,"markingram",7244,NA,"Mark Ingram",NA,"nfl","Ingram","ingram","RB","215",13337,33,"1116853556884799488","mark",NA,"Mark","00-0027966",NA,"Alabama",24815,"RB",NA,6471,NA,22,"Knee - MCL","Southwestern Academy (MI)",NA,"69","956"
"1901",2512657,9999999,"0456cc0d-84e0-432f-ba7c-a6ca13446b76",NA,NA,NA,"1991-09-19",NA,NA,"TRUE",NA,556211,NA,NA,NA,"#jakemcgee-NFL-FA-80","Active",1553142317848,6,"jakemcgee",11132,NA,"Jake McGee",NA,"nfl","McGee","mcgee","TE","250",18280,30,"1116852871267090432","jake",NA,"Jake","00-0032997",NA,"Florida",29504,"TE",NA,NA,NA,80,NA,"Collegiate",NA,"77","3514"
"1902",4036547,9999999,"",NA,NA,NA,"1995-05-31",NA,NA,"FALSE",NA,925022,NA,NA,NA,"#rashaunsimonise-NFL-FA-13","Inactive",NA,0,"rashaunsimonise",11602,NA,"Rashaun Simonise",NA,"nfl","Simonise","simonise","WR","200",18737,23,NA,"rashaun",NA,"Rashaun",NA,NA,"Calgary, Canada",30040,"WR",NA,NA,"LWR",13,NA,NA,4,"6'5""","3911"
"1903",2972820,9999999,"a2b6e1f9-1f06-45e3-b6e9-79ec8490e5ef",NA,NA,NA,"1993-12-10",NA,NA,"FALSE",NA,NA,NA,NA,NA,"#antoniogarcia-NFL-FA-0","Inactive",1560221750273,5,"antoniogarcia",11794,NA,"Antonio Garcia",NA,"nfl","Garcia","garcia","OL","302",18962,28,NA,"antonio",NA,"Antonio","00-0033922",NA,"Troy",30198,"OT",NA,12247,NA,0,NA,"Charles Drew (GA)",NA,"79","4116"
"1904",NA,5,"fa99e984-d63b-4ef4-a164-407f68a7eeaf",NA,NA,1109979,"2000-03-01",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jamarrchase-NFL-CIN-1","Active",1722309010609,3,"jamarrchase",15183,"CIN","Ja'Marr Chase",NA,"nfl","Chase","chase","WR","201",NA,24,"1113708809265639424","jamarr",NA,"Ja'Marr",NA,NA,"LSU",NA,"WR","6062BDCD0B61",NA,"LWR",1,NA,"Archbishop Rummel (LA)",1,"72","7564"
"1905",NA,9999999,"acf423f0-07de-11ef-84b2-7fd111d85b9e",NA,NA,1186801,"1999-03-27",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#denzeldaxon-NFL-DAL-95","Active",NA,0,"denzeldaxon",18248,"DAL","Denzel Daxon",NA,"nfl","Daxon","daxon","DL","304",NA,25,"1113708855654641664","denzel",NA,"Denzel",NA,NA,"Illinois",NA,"DL","FA1B08598000",NA,"DL",95,NA,"Carol City (FL)",NA,"74","12211"
"1906",NA,477,"b29ae83e-ccfb-4219-b39a-70a1c94a2414",NA,NA,1161190,"2000-11-17",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#kevinharris-NFL-NE-36","Active",1723305062075,2,"kevinharris",15991,"NE","Kevin Harris",NA,"nfl","Harris","harris","RB","225",NA,23,"1113708794522660864","kevin",NA,"Kevin",NA,NA,"South Carolina",NA,"RB","52310353D7BA",NA,"RB",36,NA,"Bradwell Institute (GA)",3,"70","8174"
"1907",NA,9999999,"",NA,NA,NA,NA,NA,NA,"FALSE",NA,NA,NA,NA,NA,"#mattpatricia-NFL-FA-0","Inactive",NA,0,"mattpatricia",NA,NA,"Matt Patricia",NA,"nfl","Patricia","patricia",NA,"",17851,NA,NA,"matt",NA,"Matt",NA,NA,NA,NA,NA,NA,9486,NA,0,NA,NA,NA,"","3101"
"1908",4339834,9999999,"5ab29759-c330-4147-a2cf-be04bbac66aa",NA,NA,NA,"1995-09-19",NA,NA,"TRUE",NA,1115428,NA,NA,NA,"#christopherezeala-NFL-FA-45","Active",1546977330539,6,"christopherezeala",13326,NA,"Christopher Ezeala",NA,"nfl","Ezeala","ezeala","RB","248",20534,26,"1116853106588516352","christopher",NA,"Christopher","00-0034876",NA,"No College",31335,"RB",NA,NA,NA,45,NA,NA,NA,"71","5462"
"1909",NA,9999999,"5396bba0-d3ed-11ec-8afa-57d9afd0ecba",NA,NA,NA,"1998-10-12",NA,NA,"TRUE",NA,NA,NA,NA,NA,"#jjrussell-NFL-TB-51","Active",1693236047383,2,"jjrussell",16573,"TB","J.J. Russell",NA,"nfl","Russell","russell","LB","225",NA,25,"1113708729338982400","jj",NA,"J.J.",NA,NA,"Memphis",NA,"LB","BB65389948A4",NA,"LB",51,NA,"Grenada (MS)",NA,"73","8869"
